BHK,type,ownership,bathroom,balcony,city,location,Rate_per_sqft,bedroom,total_area,Price,status,transaction,facing
3,Flat,Leasehold,3,5,Ghaziabad,Panchsheel Wellington,4412,3,1699.909338,7500000,Ready to Move,New Property,East
3,Flat,Leasehold,2,3,Delhi,Samaj Kalyan Apartments,8400,3,1250,10500000,Ready to Move,Resale,North - East
4,Flat,Freehold,7,4,Gurgaon,Luxury Floors,9933,4,7500.251686,74500000,Ready to Move,New Property,North
3,Flat,Freehold,3,1,Gurgaon,Ambience Mall,12415,3,3221.908981,40000000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,3,Noida,Trikuta Hills,7222,2,1080.033232,7800000,Ready to Move,Resale,East
3,Flat,,4,NA,Gurgaon,Sector 41,14896,3,2013.96348,30000000,Ready to Move,Resale,
2,Flat,,2,2,Noida,Galaxy North Avenue,3646,2,905.1014811,3300000,Ready to Move,Resale,
4,Flat,,4,NA,Noida,Eldeco Utopia,8846,4,3900.067827,34500000,Ready to Move,Resale,
2,Flat,,1,NA,Ghaziabad,Govindpuram Ghaziabad,5714,2,665.0332517,3800000,Ready to Move,Resale,
1,Flat,,1,NA,Ghaziabad,Vaishali Sector 3,11750,1,170.212766,2000000,Ready to Move,Resale,
4,Flat,,4,NA,Gurgaon,Aaron Ville,10800,4,2175.925926,23500000,Ready to Move,New Property,
6,Flat,,6,NA,Gurgaon,Sector 41 Gurgaon,3739,6,7354.907729,27500000,Ready to Move,Resale,
2,Flat,,2,NA,Gurgaon,Wazirpur,5135,2,993.1840312,5100000,Ready to Move,Resale,
4,Flat,,3,NA,Gurgaon,Wazirpur,33333,4,285.00285,9500000,Ready to Move,Resale,
2,Flat,,2,NA,Gurgaon,DLF City Phase 3 Gurgaon,96528,2,284.8914305,27500000,Ready to Move,New Property,
5,Flat,,5,NA,Delhi,Panchsheela Park New Delhi,3646,5,190619.8574,695000000,Ready to Move,Resale,
2,Flat,,2,NA,Ghaziabad,DLF Ankur Vihar,NA,2,NA,2050000,,Resale,
2,Flat,Freehold,1,2,Noida,Sector-37,2996,2,534.0453939,1600000,Ready to Move,Resale,East
3,Flat,Freehold,3,2,Faridabad,Sector 31,6600,3,2500,16500000,Ready to Move,Resale,East
3,Flat,Freehold,2,1,Delhi,Mayur Vihar,12903,3,775.0135627,10000000,Ready to Move,Resale,West
2,Flat,Freehold,2,2,Delhi,Janakpuri,14194,2,774.9753417,11000000,Ready to Move,New Property,North - East
2,Flat,Freehold,2,3,Gurgaon,Ashok Puri,4500,2,1400,6300000,Ready to Move,Resale,East
4,Flat,Leasehold,3,2,Ghaziabad,Vasundhara,6545,4,1650.114591,10800000,Ready to Move,New Property,East
4,Flat,Freehold,2,2,Noida,Noida,5429,4,1749.861853,9500000,Ready to Move,Resale,East
2,Flat,Freehold,3,2,Ghaziabad,Dream Homes,3218,2,807.9552517,2600000,Ready to Move,Resale,East
3,Flat,Freehold,3,1,Gurgaon,Suvidha Apartment,8222,3,1800.04865,14800000,Ready to Move,Resale,West
2,Flat,Freehold,3,3,Delhi,Rajpur Khurd Extension,4538,2,650.0661084,2950000,Poss. by Nov '23,Resale,North - East
3,Flat,Leasehold,1,3,Noida,Arun Vihar,7500,3,1800,13500000,Ready to Move,Resale,North
1,Flat,Freehold,2,3,Delhi,Dwarka Sector 23B,7342,1,380.0054481,2790000,Ready to Move,Resale,North - East
3,Flat,Freehold,2,1,Gurgaon,DLF New Town Heights 2,6788,3,1929.876252,13100000,Ready to Move,Resale,East
3,Flat,Power Of Attorney,2,2,Delhi,DDA Atulya Apartment,8919,3,1849.983182,16500000,Ready to Move,Resale,East
3,Flat,Freehold,2,2,Faridabad,SGM Nagar Faridabad,4242,3,990.0990099,4200000,Ready to Move,Resale,
2,Flat,Freehold,2,1,Gurgaon,Vatika India Next,7634,2,930.0497773,7100000,Ready to Move,Resale,
2,Flat,,3,2,Ghaziabad,Proview Shalimar City Phase I,3830,2,939.9477807,3600000,Poss. by Sep '23,Resale,
3,Flat,,4,NA,Noida,Purvanchal Royal City II,7178,3,1825.020897,13100000,Ready to Move,New Property,
3,Flat,,3,NA,Noida,Chi 3,4526,3,2319.929297,10500000,Ready to Move,Resale,
4,Flat,,3,NA,Gurgaon,Sector 42,42593,4,5399.948348,230000000,Ready to Move,Resale,
,Flat,,3,NA,Delhi,Vikaspuri,12778,1,899.9843481,11500000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,Chattarpur Enclave,4714,3,1400.084854,6600000,Ready to Move,New Property,
3,Flat,,2,NA,Delhi,Paryavaran Complex,8276,3,1449.975834,12000000,Ready to Move,Resale,
2,Flat,,NA,NA,Ghaziabad,Lajpat Nagar Sector 4,4500,2,1000,4500000,,Resale,
1,Flat,Leasehold,1,1,Noida,Sector XU 1 Greater Noida,12258,1,775.004079,9500000,Ready to Move,Resale,North - East
2,Flat,Freehold,3,1,Noida,3C Lotus Boulevard,11033,2,1132.964742,12500000,Ready to Move,Resale,North
3,Flat,Leasehold,10,3,Delhi,Naraina Vihar,15833,3,1800.037896,28500000,Ready to Move,Resale,East
10,Flat,Freehold,2,1,Noida,Delta 3 Block M Greater Noida,6500,10,5000,32500000,Ready to Move,Resale,East
3,Flat,Leasehold,2,2,Noida,Ajnara Homes,5560,3,1384.892086,7700000,Ready to Move,Resale,North - East
8,Flat,Freehold,1,3,Delhi,Krishna Nagar,6619,8,4230.246261,28000000,Ready to Move,Resale,East
3,Flat,Freehold,1,2,Noida,Jaypee Kosmos,5900,3,1355.932203,8000000,Ready to Move,Resale,East
2,Flat,Leasehold,3,3,Delhi,Chandni Chowk,10000,2,1000,10000000,Ready to Move,Resale,North - East
3,Flat,Freehold,2,4,Delhi,Sukh Sagar Apartment,12647,3,1700.007907,21500000,Ready to Move,Resale,South
1,Flat,Freehold,1,3,Noida,Gamma 1 Block E,7277,1,645.8705511,4700000,Ready to Move,Resale,North - East
2,Flat,,1,4,Noida,Gamma 1 Block E,2570,2,645.9143969,1660000,Ready to Move,Resale,
1,Flat,,3,3,Noida,Gamma 1 Block E,3716,1,645.8557589,2400000,Ready to Move,Resale,
6,Flat,,2,NA,Noida,Gamma 1 Block E,8980,6,645.8797327,5800000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,Project Gangotri Enclave,5018,2,3288.162615,16500000,Ready to Move,Resale,
2,Flat,,4,NA,Ghaziabad,Gaur Cascades,9545,2,712.4148769,6800000,Ready to Move,Resale,
3,Flat,,2,NA,Noida,Samridhi Daksh Avenue,10938,3,1727.921009,18900000,Poss. by Aug '26,Resale,
3,Flat,,2,NA,Delhi,Great India Apartment,16096,3,1087.22664,17500000,Ready to Move,Resale,
4,Flat,,3,NA,Gurgaon,Sobha International City,3419,4,11406.84411,39000000,Poss. by Aug '28,New Property,
3,Flat,,1,NA,Gurgaon,DLF City Phase 1,7305,3,3832.991102,28000000,Ready to Move,Resale,
3,Flat,,2,NA,Noida,Greater Noida,NA,3,NA,10000000,Ready to Move,Resale,
3,Flat,Leasehold,2,3,Noida,Purvanchal Silver City 2,6324,3,1265.022138,8000000,Ready to Move,Resale,South
2,Flat,Power Of Attorney,2,4,Noida,Phi 3 Noida,5392,2,1205.489614,6500000,Ready to Move,Resale,East
6,Flat,Freehold,6,1,Noida,Sector 47,24154,6,3229.278794,78000000,Ready to Move,New Property,North - West
2,Flat,Co-operative Society,2,2,Delhi,Malviya Nagar,6118,2,849.9509644,5200000,Ready to Move,Resale,East
2,Flat,Freehold,2,2,Noida,Amrapali Leisure Park,3787,2,844.9960391,3200000,Ready to Move,New Property,North - East
2,Flat,Co-operative Society,2,1,Gurgaon,Rail Vihar,9167,2,1199.956365,11000000,Ready to Move,Resale,East
3,Flat,Freehold,3,2,Gurgaon,Sector 3 Block C1,6461,3,1779.910231,11500000,Ready to Move,Resale,
3,Flat,Freehold,2,3,Gurgaon,Tech Chand Nagar,6615,3,1359.032502,8990000,Ready to Move,Resale,
2,Flat,,2,2,Gurgaon,Laxman Vihar,7647,2,850.0065385,6500000,Ready to Move,Resale,
2,Flat,,2,NA,Gurgaon,Krishna Colony,5600,2,750,4200000,Ready to Move,Resale,
2,Flat,,2,NA,Ghaziabad,Gaurs Siddhartham,5445,2,955.0045914,5200000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,Highland Tower,11765,3,1699.957501,20000000,Ready to Move,Resale,
4,Flat,,4,NA,Delhi,Rohini Sector 20,7391,4,2070.085239,15300000,Ready to Move,Resale,
3,Flat,,3,NA,Gurgaon,Housing Board Colony,9722,3,1080.024686,10500000,Ready to Move,Resale,
2,Flat,,1,NA,Gurgaon,Housing Board Colony,6364,2,1099.937146,7000000,Ready to Move,Resale,
1,Flat,,1,NA,Noida,Paramount Golfmart,5821,1,334.9939873,1950000,Ready to Move,Resale,
2,Flat,,2,NA,Ghaziabad,GRC Greenwoods,4195,2,1270.560191,5330000,Ready to Move,New Property,
3,Flat,,2,NA,Noida,Sector 75,5434,3,1324.990799,7200000,Ready to Move,Resale,
4,Flat,,5,NA,Delhi,East Of Kailash,30000,4,2000,60000000,,New Property,
2,Flat,,2,NA,Delhi,Surya Apartment,13333,2,900.0225006,12000000,,Resale,
3,Flat,Freehold,2,2,Noida,Iec White House,4444,3,1350.135014,6000000,Ready to Move,Resale,North - East
3,Flat,Freehold,3,3,Delhi,New Mahavir Nagar,7071,3,989.9589874,7000000,Ready to Move,Resale,East
3,Flat,Leasehold,3,2,Gurgaon,Pioneer Park,11699,3,1795.025216,21000000,Ready to Move,Resale,East
2,Flat,Freehold,4,3,Gurgaon,Bajghera,10447,2,2440.892122,25500000,Ready to Move,Resale,North - East
4,Flat,Leasehold,5,2,Gurgaon,Bajghera,10608,4,5656.108597,60000000,Ready to Move,Resale,East
2,Flat,Freehold,2,5,Gurgaon,Sukhrali,3571,2,700.0840101,2500000,Ready to Move,Resale,North
3,Flat,Freehold,3,2,Ghaziabad,Ramprastha Greens Pearl Court,9395,3,1468.866418,13800000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,2,Noida,Exotica Fresco,7838,2,1109.977035,8700000,Ready to Move,Resale,North - East
1,Flat,Leasehold,1,2,Noida,Jaypee Greens Kalypso Court,12857,1,700.0077779,9000000,Ready to Move,Resale,North - East
1,Flat,,5,3,Delhi,Ambedkar Nagar New Delhi,3556,10,2249.718785,8000000,Ready to Move,Resale,
2,Flat,,2,4,Delhi,Mayur Vihar 1,14500,2,1000,14500000,Ready to Move,Resale,
2,Flat,,2,3,Noida,Panchsheel Pinnacle Green,5027,2,915.0586831,4600000,Poss. by May '27,Resale,
1,Flat,,1,2,Gurgaon,Central Park 3,17921,1,837.0068635,15000000,Ready to Move,New Property,
5,Flat,,5,NA,Gurgaon,LIG Colony Gurgaon,10741,5,2699.934829,29000000,Ready to Move,Resale,
2,Flat,,2,NA,Gurgaon,Rajiv Colony,3765,2,849.9335989,3200000,Ready to Move,Resale,
2,Flat,,2,NA,Gurgaon,GLS Arawali Homes,7000,2,500,3500000,Ready to Move,New Property,
2,Flat,,2,NA,Ghaziabad,ATS Advantage,10623,2,1364.962817,14500000,Ready to Move,Resale,
1,Flat,,2,NA,Delhi,Bijwasan,4167,1,359.9712023,1500000,Ready to Move,Resale,
3,Flat,,3,NA,Gurgaon,Shiv Colony,5929,3,1399.898802,8300000,Ready to Move,Resale,
7,Flat,,7,NA,Gurgaon,Huda Colony Sector 4 Gurgaon,11481,7,2700.113231,31000000,Ready to Move,Resale,
6,Flat,,4,NA,Gurgaon,Huda Colony Sector 4 Gurgaon,12255,6,1835.985312,22500000,Ready to Move,Resale,
9,Flat,,9,NA,Gurgaon,Urban Estate Sector 4 Gurgaon,11019,9,2722.570106,30000000,Ready to Move,Resale,
1,Flat,,2,NA,Delhi,Rohini Sector 2,9111,1,450.0054879,4100000,Ready to Move,Resale,
3,Flat,,3,NA,Noida,ATS Pristine,9429,3,1749.920458,16500000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Supertech Eco Village 1,3146,2,890.0190718,2800000,,Resale,
3,Flat,,3,NA,Delhi,Chander Vihar,26400,3,125,3300000,,Resale,
2,Flat,Freehold,2,3,Gurgaon,Sector 70,8438,2,1599.905191,13500000,Ready to Move,Resale,North
3,Flat,Freehold,2,1,Noida,Gaur City 2 12th Avenue,5306,3,1225.02827,6500000,Ready to Move,Resale,North
5,Flat,Freehold,4,3,Gurgaon,DLF Phase 1 Arjun Marg,29861,5,7200.026791,215000000,Ready to Move,Resale,North - East
4,Flat,Freehold,4,2,Gurgaon,Vista Vilas,15476,4,4200.051693,65000000,Ready to Move,Resale,North - East
5,Flat,Freehold,5,3,Gurgaon,Vista Vilas,10625,5,8000,85000000,Ready to Move,Resale,East
4,Flat,Freehold,4,2,Gurgaon,South City 2,10957,4,3239.937939,35500000,Poss. by Oct '23,New Property,East
2,Flat,,2,2,Ghaziabad,Neeti Khand 1,3889,2,899.9742864,3500000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Gamma 1 Greater Noida,12232,2,645.8469588,7900000,Ready to Move,Resale,
4,Flat,,3,NA,Faridabad,Faridabad,5394,4,1649.981461,8900000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Designarch eHomes,3636,2,1100.110011,4000000,Ready to Move,New Property,
3,Flat,,2,NA,Gurgaon,Signature Solera Apartment,4783,3,1149.905917,5500000,Ready to Move,Resale,
4,Flat,,4,NA,Faridabad,Omaxe Heights,4409,4,2404.173282,10600000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,Pitampura,13889,2,899.9928001,12500000,Ready to Move,Resale,
2,Flat,,1,NA,Delhi,Khajuri Khas New Delhi,9444,2,900.0423549,8500000,Ready to Move,Resale,
2,Flat,,2,NA,Gurgaon,Smart World Gems,7434,2,1103.040086,8200000,Ready to Move,New Property,
3,Flat,,3,NA,Gurgaon,Luxurious Builder Floor,10000,3,1600,16000000,Ready to Move,New Property,
2,Flat,,2,NA,Delhi,Ghonda Patti,10000,2,450,4500000,Ready to Move,Resale,
1,Flat,,1,NA,Delhi,Paschimpuri,7529,1,425.0232435,3200000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,Maurya Enclave,12857,2,1400.015556,18000000,Ready to Move,Resale,
4,Flat,,3,NA,Delhi,Yojna Vihar,19608,4,2549.9796,50000000,Ready to Move,New Property,
1,Flat,Freehold,1,1,Faridabad,Sanjay Colony,4923,1,325.0050782,1600000,Ready to Move,Resale,North - East
1,Flat,Freehold,1,1,Noida,Sector 31,8000,1,500,4000000,Ready to Move,Resale,North
,Flat,Freehold,1,1,Noida,Kaveri City Centre,7266,1,756.9501789,5500000,Ready to Move,New Property,North - East
3,Flat,Leasehold,3,3,Delhi,Outram Lines,16204,3,1295.976302,21000000,Ready to Move,New Property,North - East
3,Flat,Leasehold,2,5,Delhi,Sanjay Enclave,6875,3,800,5500000,Ready to Move,Resale,North - East
3,Flat,Leasehold,2,2,Gurgaon,Project Sushant Lok 1 Block C,28424,3,1934.98452,55000000,Ready to Move,Resale,North - West
3,Flat,Freehold,2,2,Noida,Saya Zion,6716,3,1340.083383,9000000,Ready to Move,Resale,East
4,Flat,Freehold,5,4,Noida,Amrapali Silicon City,6639,4,2410.001506,16000000,Ready to Move,Resale,East
2,Flat,Freehold,1,2,Noida,XU 3 Greater Noida,8129,2,1291.671792,10500000,Ready to Move,Resale,North
3,Flat,Freehold,3,4,Delhi,Sant Nagar,5091,3,1099.980357,5600000,Ready to Move,New Property,North
2,Flat,Leasehold,2,2,Delhi,Subhash Nagar,11919,2,990.0159409,11800000,Ready to Move,New Property,North - East
2,Flat,Freehold,2,1,Noida,Sector-4,4192,2,834.9236641,3500000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,6,Delhi,Vaishali,6667,2,719.9640018,4800000,Ready to Move,Resale,East
3,Flat,Freehold,3,3,Gurgaon,Emaar MGF Emerald Hills,15580,3,1379.974326,21500000,Ready to Move,Resale,East
1,Flat,Freehold,1,3,Ghaziabad,Shalimar garden,4167,1,479.9616031,2000000,Ready to Move,Resale,North - East
3,Flat,Freehold,3,5,Ghaziabad,Mahagun Mascot,3704,3,1889.848812,7000000,Ready to Move,Resale,East
4,Flat,Freehold,3,2,Delhi,Krishna Nagar,7526,4,3653.999469,27500000,Ready to Move,Resale,North - East
3,Flat,Freehold,3,6,Noida,SKA Orion,6604,3,1923.076923,12700000,Ready to Move,Resale,South
3,Flat,,4,NA,Gurgaon,Chintels Serenity,6604,3,1589.945488,10500000,Ready to Move,New Property,
3,Flat,,4,NA,Gurgaon,Chintels Serenity,6604,3,1589.945488,10500000,Ready to Move,New Property,
2,Flat,,2,NA,Noida,Greenarch Retail Shops,77778,2,96.42829592,7500000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,Bhagwati Garden Extension,3239,3,1080.580426,3500000,Ready to Move,Resale,
6,Flat,,6,NA,Delhi,Safdarjung Enclave New Delhi,5747,6,24360.53593,140000000,Ready to Move,Resale,
3,Flat,,2,NA,Ghaziabad,SG Impression Plus,18438,3,309.1441588,5700000,,Resale,
5,Flat,,6,NA,Gurgaon,Esencia,4391,5,6832.156684,30000000,,New Property,
3,Flat,,4,NA,Noida,Supertech Supernova,8836,3,6677.229516,59000000,,Resale,
4,Flat,,5,NA,Gurgaon,Sector 43 Block D,NA,4,NA,29000000,,Resale,
2,Flat,,2,NA,Noida,Gaur City 2,NA,2,NA,3500000,,Resale,
3,Flat,Leasehold,3,3,Noida,Beta 1 Greater Noida,13470,3,645.8797327,8700000,Ready to Move,New Property,North - East
1,Flat,Leasehold,1,1,Noida,Sector XU 1,3252,1,322.8782288,1050000,Ready to Move,Resale,North
3,Flat,Freehold,3,4,Gurgaon,Unitech Vistas,8333,3,1560.062402,13000000,Ready to Move,Resale,South - East
3,Flat,Freehold,2,3,Noida,Prateek Wisteria,10830,3,1385.041551,15000000,Ready to Move,New Property,East
2,Flat,Freehold,1,2,Delhi,Azadpur,3800,2,1000,3800000,Ready to Move,Resale,West
2,Flat,Freehold,2,2,Delhi,Sant Nagar Vishnu Garden,6667,2,899.9550022,6000000,Ready to Move,Resale,North - East
1,Flat,Freehold,1,3,Delhi,Sant Nagar Vishnu Garden,5169,1,444.9603405,2300000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,3,Ghaziabad,Bharat City 2,3524,2,1049.943246,3700000,Ready to Move,Resale,North - East
4,Flat,Freehold,3,4,Delhi,surajmal vihar Teacher colony Delhi New Delhi,9804,4,7649.9388,75000000,Ready to Move,Resale,East
3,Flat,Leasehold,4,3,Gurgaon,Sector 38,2589,3,6952.491309,18000000,Ready to Move,Resale,North - West
3,Flat,Leasehold,3,3,Noida,Noida Express Way,16364,3,280.4937668,4590000,Ready to Move,New Property,South -West
2,Flat,Leasehold,2,2,Delhi,South Extension 2,8667,2,2076.843198,18000000,Ready to Move,Resale,North - West
3,Flat,Freehold,2,1,Delhi,DDA Flats Pocket F,6024,3,2158.034529,13000000,Ready to Move,Resale,North - East
4,Flat,Freehold,4,1,Noida,Pigeon Spring Meadows,8224,4,1556.420233,12800000,Ready to Move,Resale,East
3,Flat,Freehold,3,1,Noida,3C Lotus Panache,4006,3,3120.319521,12500000,Ready to Move,Resale,East
3,Flat,Freehold,3,4,Noida,Golf City,3889,3,1596.81152,6210000,Ready to Move,Resale,East
8,Flat,Leasehold,4,4,Delhi,Sarai Jullena,5761,8,1215.066829,7000000,Ready to Move,Resale,East
4,Flat,Leasehold,1,3,Delhi,Sarai Jullena,7727,4,905.9143264,7000000,Ready to Move,Resale,East
4,Flat,Freehold,4,3,Gurgaon,Roots Courtyard,62500,4,408,25500000,Ready to Move,New Property,North - East
3,Flat,Freehold,1,2,Delhi,Kewal Park,3889,3,1285.677552,5000000,Ready to Move,Resale,South - East
2,Flat,Freehold,2,4,Noida,Greater Noida,3462,2,1010.976314,3500000,Ready to Move,Resale,
1,Flat,,1,1,Ghaziabad,Green View Apartment,7965,1,282.4858757,2250000,Ready to Move,Resale,
5,Flat,,4,NA,Gurgaon,Bestech Park View Ananda,8284,5,5263.157895,43600000,Ready to Move,Resale,
3,Flat,,4,NA,Noida,Amrapali Dream Valley,8303,3,1686.137541,14000000,Poss. by Nov '23,Resale,
3,Flat,,3,NA,Noida,ATS Homekraft Happy Trails,9596,3,1198.416007,11500000,Ready to Move,Resale,
3,Flat,,2,NA,Delhi,Ashok Nagar,14706,3,645.994832,9500000,Poss. by Sep '23,Resale,
4,Flat,,4,NA,Delhi,Janakpuri,17273,4,1447.345568,25000000,,Resale,
3,Flat,,3,NA,Delhi,Rohini Sector 11,NA,3,NA,19000000,,New Property,
3,Flat,Leasehold,2,2,Noida,Sector-PI,4218,3,1375.05927,5800000,Ready to Move,Resale,North - West
2,Flat,Freehold,2,1,Delhi,Sanjay Enclave,4889,2,674.9846594,3300000,Ready to Move,Resale,North - East
2,Flat,Leasehold,2,1,Delhi,Greater Kailash 1,25000,2,1000,25000000,Ready to Move,Resale,South -West
3,Flat,Freehold,4,2,Faridabad,Sector 15,6349,3,3150.102378,20000000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,2,Noida,Sector 15,4250,2,1000,4250000,Ready to Move,Resale,North
5,Flat,Freehold,5,2,Ghaziabad,Niti Khand-Indirapuram,7936,5,3767.641129,29900000,Ready to Move,New Property,North
1,Flat,Freehold,1,1,Delhi,Mahavir Enclave,4444,1,495.049505,2200000,Ready to Move,Resale,North
2,Flat,Freehold,2,1,Delhi,Vishnu Garden,5714,2,630.0315016,3600000,Ready to Move,Resale,East
2,Flat,Freehold,2,2,Noida,Today Ridge Residency,4490,2,1224.944321,5500000,Ready to Move,Resale,South - East
3,Flat,Freehold,2,1,Delhi,South Extension 1,9185,3,1350.027218,12400000,Ready to Move,Resale,East
5,Flat,Power Of Attorney,4,1,Noida,Sector 108,7261,5,4544.828536,33000000,Ready to Move,Resale,East
5,Flat,Freehold,3,1,Noida,Sector 26 Block C,24972,5,1345.506968,33600000,Ready to Move,Resale,East
3,Flat,Freehold,4,2,Delhi,RWA E Block,30000,3,2250,67500000,Ready to Move,New Property,South -West
1,Flat,Freehold,1,1,Ghaziabad,Sector 23 Sanjay Nagar Ghaziabad,8000,1,350,2800000,Ready to Move,Resale,East
2,Flat,Freehold,2,4,Delhi,Data ram park Najafgarh New Delhi,10345,2,724.9879169,7500000,Ready to Move,Resale,
2,Flat,,2,NA,Ghaziabad,Vaishali,9333,2,375.0133933,3500000,Poss. by Nov '23,Resale,
4,Flat,,3,NA,Faridabad,Emerald Heights,4885,4,2169.907881,10600000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,Punjabi Bagh West,13889,3,1439.98848,20000000,Ready to Move,Resale,
3,Flat,,2,NA,Delhi,Dilshad Garden,9167,3,1199.956365,11000000,Ready to Move,Resale,
1,Flat,,1,NA,Delhi,Indraprastha Extension,5333,1,600.0375023,3200000,Ready to Move,Resale,
3,Flat,,3,NA,Ghaziabad,R V Homes,7111,3,1575.02461,11200000,Ready to Move,New Property,
2,Flat,,2,NA,Noida,Gaur Atulyam,4817,2,954.9512144,4600000,Ready to Move,Resale,
3,Flat,,2,NA,Ghaziabad,Balaji Enclave,2427,3,1030.078286,2500000,Poss. by Aug '24,Resale,
2,Flat,Freehold,2,3,Faridabad,BPTP Princess Park,3665,2,1203.274216,4410000,Ready to Move,Resale,East
2,Flat,Freehold,2,1,Ghaziabad,Chiranjiv Vihar,4286,2,699.9533364,3000000,Ready to Move,Resale,North - East
2,Flat,Power Of Attorney,2,2,Ghaziabad,DLF Ankur Vihar,3125,2,720,2250000,Ready to Move,Resale,North - West
2,Flat,Freehold,1,1,Delhi,New Ashok Nagar,4900,2,500,2450000,Poss. by Feb '24,New Property,North - East
3,Flat,Leasehold,3,2,Faridabad,Greenfields Colony Block A,5812,3,1600.137646,9300000,Ready to Move,New Property,North - East
4,Flat,Freehold,5,3,Noida,Mahagun Mantra 2,5932,4,2950.101146,17500000,Ready to Move,Resale,East
2,Flat,Freehold,2,2,Noida,Great Value Sharanam,9961,2,1295.050698,12900000,Ready to Move,Resale,East
2,Flat,Freehold,2,2,Delhi,Shastri Nagar,11616,2,990.0137741,11500000,Ready to Move,Resale,East
3,Flat,Freehold,3,2,Delhi,Fancy Apartments,7273,3,1649.938127,12000000,Ready to Move,Resale,East
2,Flat,Freehold,1,1,Delhi,Hari Nagar,11695,2,530.9961522,6210000,Ready to Move,Resale,North - East
3,Flat,Freehold,2,3,Delhi,DDA LIG Apartment Dilshad Garden,10535,3,1158.044613,12200000,Ready to Move,Resale,West
3,Flat,Freehold,3,2,Gurgaon,M2K Oyster Grande,9615,3,2069.682787,19900000,Ready to Move,Resale,East
4,Flat,Power Of Attorney,4,2,Ghaziabad,Vaishali Sector 3,6600,4,7575.757576,50000000,Ready to Move,Resale,East
4,Flat,Freehold,5,1,Gurgaon,Esencia,8596,4,1919.497441,16500000,Ready to Move,New Property,East
2,Flat,Leasehold,2,3,Gurgaon,Pyramid Urban67A,11964,2,501.5045135,6000000,Ready to Move,Resale,East
4,Flat,Freehold,4,4,Delhi,Kunj Vihar Apartment,6345,4,5279.747833,33500000,Ready to Move,Resale,North
4,Flat,Freehold,4,2,Gurgaon,DLF New Town Heights 1,10101,4,1485.001485,15000000,Ready to Move,Resale,East
4,Flat,,4,4,Delhi,Greater Kailash 2,5000,4,14000,70000000,Ready to Move,Resale,
3,Flat,,3,2,Noida,Bironda,18580,3,495.1560818,9200000,Ready to Move,Resale,
2,Flat,,2,4,Gurgaon,M3M Antalya Hills Phase I,10000,2,1080,10800000,Poss. by Jul '26,New Property,
5,Flat,,6,NA,Noida,Sector 20 Noida,5970,5,8375.20938,50000000,Ready to Move,Resale,
6,Flat,,2,NA,Noida,Sector 20 Noida,6171,6,6643.979906,41000000,Ready to Move,Resale,
4,Flat,,4,NA,Delhi,Rohini Sector 4 New Delhi,7742,4,929.9922501,7200000,Ready to Move,Resale,
3,Flat,,2,NA,Noida,Lotus Boulevard,4990,3,2164.328657,10800000,Poss. by Sep '23,Resale,
3,Flat,,2,NA,Ghaziabad,Metro Suites Glitz,NA,3,NA,10800000,Ready to Move,New Property,
2,Flat,Power Of Attorney,2,2,Noida,Venetia Heights,4706,2,849.9787505,4000000,Ready to Move,Resale,South
